date	time	bid01	bid02	bid03	bid04	bid05	bid06	bid07	bid08	bid09	bid10
2025.12.09	01:04	155.604	155.607	155.608	155.609	155.616	155.617	155.616	155.617	155.617	155.614
2025.12.09	01:05	155.615	155.615	155.613	155.607	155.600	155.596	155.584	155.589	155.586	155.591
2025.12.09	01:06	155.590	155.590	155.584	155.583	155.578	155.573	155.573	155.573	155.573	155.574
2025.12.09	01:07	155.574	155.573	155.578	155.580	155.585	155.588	155.587	155.583	155.585	155.579
2025.12.09	01:08	155.571	155.573	155.571	155.576	155.580	155.582	155.591	155.591	155.591	155.591
2025.12.09	01:09	155.591	155.590	155.597	155.598	155.603	155.611	155.608	155.609	155.610	155.607
2025.12.09	01:10	155.604	155.606	155.603	155.599	155.601	155.601	155.601	155.600	155.601	155.602
2025.12.09	01:11	155.597	155.594	155.591	155.587	155.585	155.581	155.577	155.577	155.576	155.568
2025.12.09	01:12	155.558	155.558	155.558	155.561	155.567	155.568	155.574	155.574	155.574	155.573
2025.12.09	01:13	155.581	155.586	155.581	155.575	155.574	155.571	155.571	155.570	155.570	155.572
2025.12.09	01:14	155.563	155.563	155.556	155.555	155.550	155.546	155.546	155.545	155.544	155.546
2025.12.09	01:15	155.553	155.553	155.545	155.543	155.539	155.529	155.529	155.529	155.529	155.531
2025.12.09	01:16	155.519	155.524	155.523	155.528	155.535	155.537	155.545	155.542	155.543	155.543
2025.12.09	01:17	155.541	155.542	155.546	155.550	155.559	155.559	155.565	155.556	155.557	155.551
2025.12.09	01:18	155.570	155.567	155.569	155.563	155.554	155.552	155.541	155.544	155.543	155.545
2025.12.09	01:19	155.546	155.545	155.541	155.538	155.531	155.528	155.525	155.527	155.526	155.533
2025.12.09	01:20	155.522	155.527	155.526	155.531	155.539	155.539	155.545	155.540	155.542	155.540
2025.12.09	01:21	155.552	155.549	155.555	155.536	155.534	155.518	155.511	155.498	155.493	155.479
2025.12.09	01:22	155.459	155.463	155.462	155.472	155.484	155.489	155.505	155.498	155.499	155.494
2025.12.09	01:23	155.496	155.494	155.489	155.481	155.471	155.470	155.457	155.480	155.479	155.493
2025.12.09	01:24	155.482	155.482	155.471	155.470	155.461	155.455	155.448	155.451	155.450	155.454
2025.12.09	01:25	155.451	155.451	155.445	155.436	155.426	155.424	155.407	155.411	155.410	155.413
2025.12.09	01:26	155.399	155.402	155.403	155.414	155.429	155.431	155.451	155.439	155.442	155.435
2025.12.09	01:27	155.469	155.467	155.472	155.462	155.444	155.442	155.424	155.429	155.429	155.433
2025.12.09	01:28	155.404	155.414	155.396	155.413	155.413	155.428	155.431	155.445	155.448	155.463
2025.12.09	01:29	155.457	155.460	155.461	155.470	155.477	155.483	155.496	155.490	155.491	155.489
2025.12.09	01:30	155.483	155.483	155.486	155.496	155.507	155.512	155.530	155.521	155.524	155.519
2025.12.09	01:31	155.529	155.526	155.527	155.523	155.515	155.511	155.505	155.508	155.507	155.509
2025.12.09	01:32	155.490	155.492	155.494	155.504	155.519	155.522	155.544	155.542	155.543	155.543
2025.12.09	01:33	155.552	155.550	155.560	155.557	155.567	155.571	155.567	155.558	155.562	155.551
2025.12.09	01:34	155.559	155.559	155.566	155.567	155.573	155.576	155.575	155.570	155.570	155.565
2025.12.09	01:35	155.560	155.562	155.567	155.574	155.584	155.586	155.599	155.596	155.598	155.596
2025.12.09	01:36	155.596	155.598	155.605	155.614	155.627	155.629	155.643	155.632	155.637	155.629
2025.12.09	01:37	155.637	155.637	155.645	155.647	155.653	155.661	155.661	155.669	155.670	155.679
2025.12.09	01:38	155.675	155.678	155.683	155.696	155.709	155.716	155.736	155.723	155.727	155.720
2025.12.09	01:39	155.731	155.727	155.731	155.722	155.720	155.711	155.699	155.705	155.703	155.708
2025.12.09	01:40	155.703	155.702	155.705	155.713	155.718	155.724	155.730	155.728	155.731	155.726
2025.12.09	01:41	155.717	155.720	155.710	155.711	155.701	155.704	155.695	155.696	155.695	155.696
2025.12.09	01:42	155.682	155.685	155.682	155.693	155.696	155.708	155.723	155.709	155.713	155.706
2025.12.09	01:43	155.721	155.718	155.722	155.713	155.707	155.702	155.688	155.687	155.687	155.689
2025.12.09	01:44	155.689	155.688	155.689	155.694	155.696	155.698	155.705	155.701	155.703	155.699
2025.12.09	01:45	155.697	155.699	155.708	155.715	155.731	155.734	155.738	155.730	155.734	155.725
2025.12.09	01:46	155.722	155.723	155.727	155.734	155.743	155.744	155.756	155.754	155.755	155.755
2025.12.09	01:47	155.756	155.753	155.749	155.743	155.732	155.731	155.723	155.729	155.728	155.731
2025.12.09	01:48	155.730	155.730	155.730	155.739	155.739	155.747	155.755	155.740	155.744	155.737
2025.12.09	01:49	155.722	155.723	155.720	155.726	155.731	155.735	155.747	155.746	155.747	155.746
2025.12.09	01:50	155.736	155.739	155.729	155.730	155.721	155.719	155.711	155.712	155.711	155.711
2025.12.09	01:51	155.731	155.731	155.750	155.752	155.770	155.773	155.791	155.785	155.786	155.783
2025.12.09	01:52	155.774	155.777	155.779	155.793	155.804	155.812	155.832	155.819	155.825	155.816
2025.12.09	01:53	155.804	155.809	155.806	155.821	155.826	155.839	155.847	155.857	155.861	155.878
2025.12.09	01:54	155.864	155.866	155.853	155.855	155.840	155.838	155.828	155.828	155.828	155.828
2025.12.09	01:55	155.838	155.837	155.840	155.836	155.832	155.829	155.821	155.824	155.823	155.826
2025.12.09	01:56	155.830	155.829	155.825	155.820	155.811	155.809	155.801	155.809	155.807	155.813
2025.12.09	01:57	155.818	155.817	155.816	155.810	155.809	155.804	155.793	155.795	155.792	155.795
2025.12.09	01:58	155.782	155.784	155.782	155.794	155.802	155.809	155.825	155.826	155.826	155.822
2025.12.09	01:59	155.813	155.814	155.811	155.817	155.818	155.824	155.828	155.827	155.829	155.826
2025.12.09	02:00	155.823	155.825	155.822	155.832	155.831	155.843	155.840	155.852	155.852	155.865
2025.12.09	02:01	155.881	155.877	155.883	155.875	155.871	155.866	155.858	155.863	155.860	155.865
2025.12.09	02:02	155.859	155.859	155.859	155.863	155.871	155.872	155.879	155.875	155.876	155.874
2025.12.09	02:03	155.877	155.876	155.873	155.868	155.859	155.858	155.858	155.862	155.860	155.867
2025.12.09	02:04	155.884	155.879	155.890	155.880	155.879	155.870	155.868	155.860	155.858	155.847
2025.12.09	02:05	155.856	155.856	155.864	155.865	155.871	155.875	155.881	155.879	155.879	155.878
2025.12.09	02:06	155.889	155.884	155.882	155.873	155.860	155.857	155.839	155.839	155.838	155.839
2025.12.09	02:07	155.846	155.845	155.843	155.841	155.832	155.828	155.823	155.824	155.824	155.828
2025.12.09	02:08	155.821	155.824	155.823	155.826	155.825	155.829	155.836	155.831	155.832	155.830
2025.12.09	02:09	155.827	155.829	155.836	155.840	155.854	155.859	155.867	155.867	155.867	155.866
2025.12.09	02:10	155.876	155.871	155.870	155.861	155.848	155.844	155.830	155.831	155.830	155.830
2025.12.09	02:11	155.828	155.828	155.831	155.834	155.841	155.844	155.848	155.846	155.846	155.844
2025.12.09	02:12	155.853	155.849	155.857	155.853	155.854	155.850	155.851	155.848	155.846	155.843
2025.12.09	02:13	155.842	155.842	155.841	155.841	155.838	155.837	155.837	155.838	155.837	155.839
2025.12.09	02:14	155.838	155.838	155.840	155.851	155.854	155.863	155.867	155.874	155.880	155.888
2025.12.09	02:15	155.888	155.889	155.885	155.881	155.873	155.871	155.865	155.871	155.869	155.877
2025.12.09	02:16	155.868	155.871	155.873	155.882	155.894	155.896	155.913	155.908	155.910	155.907
2025.12.09	02:17	155.912	155.913	155.911	155.907	155.899	155.897	155.891	155.892	155.892	155.895
2025.12.09	02:18	155.903	155.901	155.899	155.894	155.884	155.880	155.876	155.878	155.879	155.884
2025.12.09	02:19	155.884	155.882	155.882	155.875	155.868	155.869	155.862	155.868	155.867	155.871
2025.12.09	02:20	155.876	155.874	155.872	155.863	155.856	155.849	155.835	155.836	155.836	155.836
2025.12.09	02:21	155.826	155.825	155.829	155.829	155.834	155.842	155.842	155.841	155.842	155.841
2025.12.09	02:22	155.845	155.842	155.837	155.835	155.826	155.819	155.834	155.828	155.832	155.841
2025.12.09	02:23	155.842	155.843	155.834	155.827	155.812	155.809	155.793	155.794	155.793	155.796
2025.12.09	02:24	155.807	155.804	155.811	155.806	155.807	155.802	155.801	155.796	155.794	155.789
2025.12.09	02:25	155.790	155.789	155.784	155.781	155.774	155.770	155.764	155.765	155.764	155.766
2025.12.09	02:26	155.755	155.760	155.754	155.768	155.771	155.782	155.787	155.796	155.797	155.811
2025.12.09	02:27	155.812	155.812	155.815	155.818	155.824	155.825	155.829	155.828	155.830	155.828
2025.12.09	02:28	155.826	155.827	155.830	155.834	155.839	155.840	155.846	155.836	155.837	155.832
2025.12.09	02:29	155.835	155.831	155.829	155.824	155.813	155.811	155.804	155.811	155.809	155.813
2025.12.09	02:30	155.813	155.814	155.810	155.808	155.800	155.796	155.798	155.796	155.798	155.803
2025.12.09	02:31	155.819	155.820	155.834	155.838	155.851	155.857	155.868	155.865	155.865	155.865
2025.12.09	02:32	155.864	155.863	155.873	155.877	155.879	155.887	155.882	155.886	155.884	155.881
2025.12.09	02:33	155.876	155.879	155.881	155.882	155.889	155.893	155.888	155.888	155.887	155.883
2025.12.09	02:34	155.880	155.880	155.882	155.883	155.888	155.891	155.894	155.893	155.893	155.893
2025.12.09	02:35	155.887	155.889	155.882	155.884	155.875	155.876	155.875	155.881	155.877	155.885
2025.12.09	02:36	155.897	155.897	155.907	155.910	155.917	155.924	155.921	155.922	155.921	155.917
2025.12.09	02:37	155.914	155.913	155.913	155.918	155.923	155.922	155.928	155.926	155.927	155.924
2025.12.09	02:38	155.915	155.919	155.918	155.919	155.926	155.927	155.928	155.928	155.928	155.928
2025.12.09	02:39	155.926	155.925	155.936	155.939	155.946	155.958	155.952	155.954	155.954	155.950
2025.12.09	02:40	155.938	155.941	155.936	155.944	155.945	155.951	155.952	155.960	155.961	155.969
2025.12.09	02:41	155.975	155.971	155.972	155.970	155.961	155.959	155.958	155.958	155.958	155.959
2025.12.09	02:42	155.954	155.953	155.954	155.956	155.961	155.963	155.965	155.965	155.966	155.963
2025.12.09	02:43	155.960	155.960	155.960	155.965	155.966	155.970	155.976	155.975	155.977	155.975
2025.12.09	02:44	155.978	155.979	155.975	155.972	155.965	155.961	155.962	155.967	155.966	155.974
2025.12.09	02:45	155.981	155.981	155.981	155.979	155.978	155.976	155.975	155.973	155.971	155.968
2025.12.09	02:46	155.964	155.964	155.960	155.958	155.956	155.949	155.957	155.955	155.956	155.961
2025.12.09	02:47	155.965	155.963	155.968	155.967	155.971	155.977	155.973	155.975	155.974	155.972
2025.12.09	02:48	155.975	155.975	155.975	155.969	155.964	155.961	155.951	155.951	155.951	155.953
2025.12.09	02:49	155.958	155.955	155.952	155.947	155.938	155.937	155.932	155.932	155.932	155.934
2025.12.09	02:50	155.924	155.924	155.925	155.930	155.939	155.941	155.948	155.944	155.946	155.941
2025.12.09	02:51	155.941	155.941	155.939	155.935	155.931	155.929	155.923	155.923	155.923	155.923
2025.12.09	02:52	155.928	155.926	155.922	155.922	155.916	155.910	155.913	155.912	155.913	155.914
2025.12.09	02:53	155.924	155.919	155.925	155.918	155.913	155.914	155.909	155.911	155.911	155.913
2025.12.09	02:54	155.914	155.915	155.908	155.902	155.892	155.890	155.877	155.883	155.881	155.886
2025.12.09	02:55	155.878	155.880	155.876	155.882	155.884	155.890	155.897	155.896	155.896	155.896
2025.12.09	02:56	155.899	155.896	155.894	155.891	155.884	155.883	155.878	155.878	155.877	155.879
2025.12.09	02:57	155.869	155.869	155.869	155.872	155.878	155.879	155.885	155.881	155.883	155.878
2025.12.09	02:58	155.875	155.875	155.874	155.874	155.871	155.870	155.867	155.868	155.868	155.868
2025.12.09	02:59	155.864	155.865	155.862	155.861	155.859	155.857	155.852	155.852	155.853	155.854
2025.12.09	03:00	155.844	155.849	155.845	155.849	155.854	155.853	155.860	155.855	155.856	155.855
2025.12.09	03:01	155.856	155.857	155.853	155.851	155.844	155.841	155.836	155.836	155.835	155.838
2025.12.09	03:02	155.827	155.831	155.833	155.841	155.852	155.854	155.870	155.867	155.868	155.866
2025.12.09	03:03	155.870	155.867	155.862	155.855	155.842	155.841	155.829	155.831	155.830	155.830
2025.12.09	03:04	155.839	155.838	155.846	155.847	155.855	155.856	155.864	155.861	155.860	155.859
2025.12.09	03:05	155.849	155.852	155.842	155.843	155.834	155.836	155.831	155.848	155.845	155.857
2025.12.09	03:06	155.868	155.863	155.865	155.860	155.851	155.849	155.847	155.851	155.850	155.854
2025.12.09	03:07	155.860	155.860	155.865	155.866	155.870	155.875	155.870	155.871	155.870	155.865
2025.12.09	03:08	155.870	155.868	155.866	155.865	155.857	155.853	155.854	155.852	155.853	155.854
2025.12.09	03:09	155.859	155.860	155.866	155.868	155.878	155.880	155.889	155.889	155.888	155.888
2025.12.09	03:10	155.881	155.882	155.874	155.873	155.866	155.866	155.862	155.864	155.863	155.866
2025.12.09	03:11	155.862	155.863	155.865	155.865	155.870	155.871	155.869	155.869	155.869	155.865
2025.12.09	03:12	155.866	155.866	155.865	155.862	155.858	155.857	155.851	155.853	155.853	155.854
2025.12.09	03:13	155.863	155.861	155.864	155.864	155.863	155.865	155.863	155.865	155.866	155.864
2025.12.09	03:14	155.867	155.867	155.866	155.862	155.858	155.856	155.850	155.851	155.849	155.852
2025.12.09	03:15	155.845	155.846	155.849	155.850	155.858	155.860	155.859	155.860	155.858	155.855
2025.12.09	03:16	155.857	155.855	155.856	155.852	155.849	155.849	155.843	155.844	155.845	155.846
2025.12.09	03:17	155.852	155.849	155.850	155.846	155.840	155.840	155.835	155.840	155.837	155.841
2025.12.09	03:18	155.850	155.848	155.849	155.845	155.841	155.840	155.833	155.837	155.835	155.838
2025.12.09	03:19	155.831	155.831	155.835	155.836	155.840	155.843	155.842	155.843	155.844	155.843
2025.12.09	03:20	155.851	155.851	155.857	155.860	155.864	155.870	155.874	155.872	155.872	155.871
2025.12.09	03:21	155.879	155.879	155.886	155.887	155.892	155.897	155.896	155.894	155.894	155.890
2025.12.09	03:22	155.898	155.895	155.897	155.893	155.889	155.889	155.885	155.889	155.886	155.890
2025.12.09	03:23	155.883	155.887	155.888	155.895	155.904	155.906	155.919	155.919	155.920	155.919
2025.12.09	03:24	155.920	155.920	155.922	155.925	155.933	155.934	155.940	155.938	155.940	155.939
2025.12.09	03:25	155.922	155.922	155.921	155.923	155.932	155.937	155.942	155.941	155.942	155.941
2025.12.09	03:26	155.942	155.941	155.941	155.938	155.938	155.933	155.934	155.930	155.928	155.924
2025.12.09	03:27	155.918	155.922	155.925	155.927	155.930	155.936	155.935	155.934	155.934	155.934
2025.12.09	03:28	155.932	155.932	155.938	155.939	155.944	155.951	155.945	155.947	155.946	155.944
2025.12.09	03:29	155.945	155.947	155.945	155.942	155.941	155.942	155.941	155.941	155.940	155.943
2025.12.09	03:30	155.951	155.949	155.954	155.951	155.950	155.948	155.945	155.945	155.943	155.938
2025.12.09	03:31	155.922	155.923	155.907	155.907	155.893	155.892	155.876	155.877	155.876	155.878
2025.12.09	03:32	155.868	155.873	155.865	155.873	155.873	155.881	155.881	155.888	155.887	155.894
2025.12.09	03:33	155.893	155.892	155.900	155.905	155.908	155.911	155.911	155.911	155.911	155.911
2025.12.09	03:34	155.913	155.913	155.908	155.907	155.899	155.894	155.891	155.891	155.891	155.894
2025.12.09	03:35	155.887	155.887	155.894	155.895	155.899	155.901	155.903	155.901	155.903	155.900
2025.12.09	03:36	155.891	155.893	155.890	155.892	155.896	155.896	155.900	155.900	155.901	155.906
2025.12.09	03:37	155.915	155.913	155.918	155.914	155.915	155.912	155.907	155.909	155.906	155.902
2025.12.09	03:38	155.910	155.910	155.917	155.920	155.924	155.931	155.928	155.928	155.928	155.926
2025.12.09	03:39	155.928	155.928	155.928	155.925	155.924	155.923	155.918	155.919	155.919	155.922
2025.12.09	03:40	155.925	155.925	155.923	155.921	155.917	155.916	155.911	155.912	155.912	155.914
2025.12.09	03:41	155.921	155.920	155.916	155.916	155.910	155.902	155.903	155.902	155.903	155.904
2025.12.09	03:42	155.903	155.904	155.906	155.903	155.906	155.910	155.904	155.907	155.905	155.904
2025.12.09	03:43	155.900	155.899	155.900	155.898	155.897	155.896	155.894	155.893	155.894	155.891
2025.12.09	03:44	155.880	155.885	155.886	155.888	155.897	155.902	155.901	155.902	155.902	155.901
2025.12.09	03:45	155.905	155.905	155.905	155.903	155.899	155.899	155.894	155.896	155.894	155.897
2025.12.09	03:46	155.900	155.898	155.899	155.892	155.881	155.880	155.866	155.866	155.866	155.867
2025.12.09	03:47	155.863	155.863	155.864	155.867	155.869	155.870	155.874	155.872	155.874	155.872
2025.12.09	03:48	155.877	155.878	155.875	155.875	155.872	155.866	155.867	155.868	155.867	155.869
2025.12.09	03:49	155.867	155.868	155.870	155.870	155.875	155.875	155.874	155.874	155.873	155.871
2025.12.09	03:50	155.869	155.869	155.869	155.869	155.869	155.869	155.868	155.868	155.868	155.869
2025.12.09	03:51	155.871	155.871	155.872	155.871	155.870	155.870	155.869	155.869	155.868	155.866
2025.12.09	03:52	155.865	155.865	155.868	155.872	155.878	155.879	155.886	155.881	155.882	155.880
2025.12.09	03:53	155.879	155.879	155.880	155.886	155.887	155.891	155.895	155.898	155.898	155.904
2025.12.09	03:54	155.898	155.897	155.900	155.899	155.903	155.903	155.906	155.904	155.905	155.904
2025.12.09	03:55	155.900	155.899	155.897	155.896	155.894	155.891	155.889	155.891	155.890	155.892
2025.12.09	03:56	155.888	155.888	155.886	155.884	155.882	155.878	155.885	155.884	155.886	155.889
2025.12.09	03:57	155.884	155.887	155.889	155.891	155.900	155.903	155.902	155.902	155.900	155.897
2025.12.09	03:58	155.905	155.903	155.908	155.906	155.905	155.904	155.902	155.902	155.900	155.896
2025.12.09	03:59	155.888	155.890	155.888	155.890	155.894	155.894	155.900	155.898	155.900	155.898
2025.12.09	04:00	155.894	155.895	155.901	155.902	155.908	155.916	155.909	155.912	155.910	155.908
2025.12.09	04:01	155.912	155.913	155.909	155.908	155.904	155.900	155.900	155.900	155.900	155.901
2025.12.09	04:02	155.901	155.901	155.907	155.909	155.917	155.922	155.918	155.920	155.918	155.914
2025.12.09	04:03	155.921	155.920	155.924	155.919	155.918	155.915	155.915	155.912	155.911	155.904
2025.12.09	04:04	155.898	155.898	155.892	155.892	155.888	155.886	155.888	155.890	155.888	155.894
2025.12.09	04:05	155.889	155.890	155.891	155.892	155.896	155.899	155.900	155.901	155.902	155.905
2025.12.09	04:06	155.916	155.913	155.919	155.915	155.910	155.909	155.901	155.901	155.901	155.902
2025.12.09	04:07	155.902	155.902	155.905	155.906	155.907	155.910	155.909	155.909	155.909	155.907
2025.12.09	04:08	155.910	155.909	155.910	155.906	155.907	155.901	155.904	155.898	155.898	155.892
2025.12.09	04:09	155.888	155.890	155.889	155.888	155.889	155.889	155.888	155.889	155.889	155.892
2025.12.09	04:10	155.890	155.890	155.890	155.893	155.894	155.897	155.900	155.900	155.902	155.906
2025.12.09	04:11	155.902	155.903	155.900	155.899	155.897	155.895	155.895	155.896	155.898	155.899
2025.12.09	04:12	155.895	155.894	155.896	155.896	155.898	155.902	155.901	155.901	155.901	155.900
2025.12.09	04:13	155.904	155.902	155.900	155.901	155.897	155.896	155.893	155.897	155.897	155.899
2025.12.09	04:14	155.893	155.894	155.891	155.894	155.895	155.897	155.901	155.900	155.900	155.900
2025.12.09	04:15	155.892	155.893	155.884	155.885	155.877	155.876	155.870	155.871	155.870	155.872
2025.12.09	04:16	155.877	155.879	155.874	155.873	155.868	155.862	155.863	155.861	155.861	155.864
2025.12.09	04:17	155.867	155.867	155.864	155.861	155.858	155.858	155.858	155.857	155.858	155.862
2025.12.09	04:18	155.866	155.864	155.861	155.859	155.853	155.848	155.849	155.847	155.849	155.851
2025.12.09	04:19	155.845	155.845	155.839	155.839	155.835	155.832	155.829	155.831	155.828	155.831
2025.12.09	04:20	155.825	155.828	155.828	155.832	155.836	155.836	155.840	155.838	155.840	155.838
2025.12.09	04:21	155.838	155.836	155.836	155.833	155.830	155.829	155.821	155.822	155.822	155.823
2025.12.09	04:22	155.821	155.821	155.822	155.823	155.822	155.823	155.826	155.827	155.827	155.826
2025.12.09	04:23	155.821	155.821	155.818	155.817	155.814	155.810	155.815	155.814	155.814	155.817
2025.12.09	04:24	155.826	155.826	155.826	155.826	155.828	155.829	155.828	155.825	155.827	155.824
2025.12.09	04:25	155.827	155.825	155.827	155.825	155.829	155.832	155.830	155.832	155.832	155.831
2025.12.09	04:26	155.832	155.828	155.826	155.823	155.810	155.806	155.802	155.802	155.802	155.803
2025.12.09	04:27	155.801	155.801	155.803	155.805	155.811	155.814	155.820	155.820	155.820	155.819
2025.12.09	04:28	155.818	155.817	155.820	155.822	155.828	155.831	155.833	155.833	155.832	155.831
2025.12.09	04:29	155.827	155.828	155.824	155.824	155.822	155.821	155.818	155.819	155.818	155.819
2025.12.09	04:30	155.824	155.825	155.824	155.820	155.813	155.813	155.808	155.811	155.811	155.815
2025.12.09	04:31	155.808	155.810	155.803	155.804	155.798	155.798	155.794	155.794	155.793	155.794
